0,0,1,0,24
1,0,1,0,155
2,0,1,0,53
0,0,1,0,30
0,0,1,0,23
6,0,1,0,155
2,0,1,0,56
2,0,1,0,55
14,0,1,0,288
1,0,1,0,22
3,1,1,0,78
0,0,1,0,28
1,0,1,0,4
1,0,1,0,15
2,2,1,0,124
4,0,1,0,59
2,0,1,0,51
3,0,1,0,72
1,0,1,0,11
6,0,1,0,63
2,0,1,0,42
0,0,1,0,11
2,0,1,0,39
3,0,1,0,89
1,0,1,0,19
1,0,1,0,19
2,0,1,0,21
0,1,1,0,18
2,1,1,0,126
4,0,1,0,74
1,0,1,0,40
3,0,1,0,42
1,2,1,0,84
2,0,1,0,75
1,0,1,0,69
1,0,1,0,28
3,0,1,0,21
0,0,1,0,6
9,3,1,0,257
9,2,1,0,205
3,0,1,0,55
2,4,1,0,174
2,0,1,0,91
6,0,1,0,83
3,0,1,0,140
1,0,1,0,22
2,1,1,0,101
7,1,1,0,119
1,1,1,0,10
3,1,1,0,65
0,1,1,0,33
1,1,1,0,47
1,1,1,0,11
1,1,1,0,20
3,0,1,0,46
0,0,1,0,4
2,0,1,0,9
2,0,1,0,26
2,1,1,0,21
2,0,1,0,76
2,0,1,0,101
3,0,1,0,64
4,0,1,0,65
12,2,1,0,404
8,0,1,0,125
2,0,1,0,20
2,0,1,0,9
2,0,1,0,4
5,0,1,0,133
2,1,1,0,85
12,1,1,0,154
1,0,1,0,24
1,1,1,0,91
1,0,1,0,20
2,0,1,0,38
5,0,1,0,167
1,0,1,0,8
1,1,1,0,92
3,0,1,0,108
3,2,1,0,70
6,0,1,0,232
2,1,1,0,51
1,0,1,0,36
3,1,1,0,49
0,0,1,0,69
7,0,1,0,52
2,0,1,0,34
14,3,1,0,262
1,0,1,0,1
1,0,1,0,35
4,0,1,0,120
9,0,1,0,108
1,0,1,0,25
1,0,1,0,21
4,1,1,0,79
1,0,1,0,14
2,0,1,0,68
3,1,1,0,191
8,1,1,0,182
0,0,1,0,18
0,0,1,0,20
5,0,1,0,46
1,0,1,0,14
2,0,1,0,17
1,0,1,0,7
1,0,1,0,29
3,0,1,0,123
7,1,1,0,227
8,0,1,0,60
2,0,1,0,54
2,0,1,0,114
1,0,1,0,25
1,0,1,0,26
6,0,1,0,100
1,0,1,0,40
0,0,1,0,6
2,1,1,0,27
1,0,1,0,61
2,0,1,0,66
0,0,1,0,0
1,0,1,0,69
0,0,1,0,2
1,0,1,0,46
1,0,1,0,16
5,1,1,0,135
0,0,1,0,9
2,2,1,0,159
2,0,1,0,12
0,0,1,0,20
2,0,1,0,50
3,0,1,0,84
1,0,1,0,92
0,0,1,0,83
1,0,1,0,10
2,0,1,0,45
2,0,1,0,43
1,0,1,0,26
2,1,1,0,55
0,0,1,0,34
2,0,1,0,64
1,0,1,0,28
3,0,1,0,31
3,0,1,0,24
5,1,1,0,77
1,0,1,0,67
0,1,1,0,27
1,1,1,0,75
1,0,1,0,33
0,0,1,0,6
3,0,1,0,111
1,0,1,0,78
2,2,1,0,26
5,0,1,0,73
1,0,1,0,46
0,0,1,0,14
0,0,1,0,3
5,1,1,0,78
4,0,1,0,59
1,1,1,0,60
1,0,1,0,106
1,0,1,0,11
4,0,1,0,90
0,0,1,0,4
2,0,1,0,126
5,0,1,0,182
3,0,1,0,59
0,0,1,0,4
5,0,1,0,70
2,0,1,0,21
4,1,1,0,99
2,1,1,0,63
6,1,1,0,117
0,0,1,0,20
3,1,1,0,29
3,0,1,0,113
3,1,1,0,85
2,0,1,0,14
0,0,1,0,25
0,0,1,0,4
1,0,1,0,97
0,0,1,0,34
1,0,1,0,59
0,0,1,0,40
1,0,1,0,19
2,0,1,0,36
1,1,1,0,35
3,0,1,0,30
1,0,1,0,30
6,3,1,0,183
4,0,1,0,140
3,0,1,0,33
1,1,1,0,65
4,0,1,0,46
4,1,1,0,124
2,0,1,0,21
1,0,1,0,42
1,1,1,0,68
2,0,1,0,51
4,0,1,0,52
2,0,1,0,47
2,0,1,0,167
1,0,1,0,32
4,2,1,0,208
4,0,1,0,21
2,2,1,0,259
2,0,1,0,121
1,0,1,0,21
6,0,1,0,55
1,0,1,0,5
1,0,1,0,38
2,0,1,0,70
1,0,1,0,50
3,0,1,0,85
2,0,1,0,41
1,0,1,0,19
1,1,1,0,75
5,1,1,0,58
1,0,1,0,9
1,0,1,0,33
2,0,1,0,45
2,0,1,0,37
1,0,1,0,5
0,0,1,0,42
2,0,1,0,45
0,0,1,0,32
0,0,1,0,3
2,0,1,0,82
2,0,1,0,64
4,2,1,0,180
6,0,1,0,68
6,0,1,0,128
7,0,1,0,65
2,0,1,0,55
2,0,1,0,20
2,0,1,0,24
3,1,1,0,60
1,0,1,0,38
4,0,1,0,37
6,0,1,0,95
3,0,1,0,56
5,0,1,0,100
2,3,1,0,139
1,0,1,0,4
3,0,1,0,41
4,0,1,0,17
3,1,1,0,19
0,0,1,0,71
3,2,1,0,155
0,1,1,0,65
2,0,1,0,99
1,0,1,0,49
1,0,1,0,52
7,2,1,0,124
1,0,1,0,26
1,0,1,0,40
8,0,1,0,49
2,0,1,0,39
2,1,1,0,76
0,0,1,0,22
2,0,1,0,152
4,2,1,0,156
5,0,1,0,72
1,0,1,0,9
0,0,1,0,15
4,0,1,0,102
2,0,1,0,18
1,1,1,0,7
2,0,1,0,50
5,1,1,0,86
2,0,1,0,29
5,3,1,0,141
1,0,1,0,2
1,0,1,0,16
0,0,1,0,12
3,0,1,0,43
